date,mean_depth,mean_temp,mean_salinity,n_readings
2021-01-15T09:54:00Z,-0.009,29.163333333333334,34.79257546,3
2021-01-15T09:55:00Z,-0.005333333333333334,29.173333333333332,34.55431720833333,6
2021-01-15T09:56:00Z,0.25283333333333335,29.153333333333332,34.475779366666664,6
2021-01-15T09:57:00Z,0.271,29.148333333333333,34.37336095166667,6
2021-01-15T09:58:00Z,0.2935,29.133333333333333,34.35716652333333,6
2021-01-15T09:59:00Z,0.2655,29.12666666666667,34.36474024333333,6
2021-01-15T10:00:00Z,0.263,29.130000000000003,34.32473379166667,6
2021-01-15T10:01:00Z,0.2845,29.113333333333333,34.32714420333333,6
2021-01-15T10:02:00Z,0.2575,29.123333333333335,34.27130458833334,6
2021-01-15T10:03:00Z,0.24883333333333332,29.156666666666666,34.201042601666664,6
2021-01-15T10:04:00Z,0.2851666666666667,29.148333333333333,34.199739148333336,6
2021-01-15T10:05:00Z,0.26616666666666666,29.17666666666667,34.13275083833334,6
2021-01-15T10:06:00Z,0.26183333333333336,29.178333333333335,34.1037702,6
2021-01-15T10:07:00Z,0.2683333333333333,29.195,34.09413979,6
2021-01-15T10:08:00Z,0.2815,29.196666666666665,34.063554215,6
2021-01-15T10:09:00Z,0.26116666666666666,29.198333333333334,34.05128130833334,6
2021-01-15T10:10:00Z,0.26366666666666666,29.213333333333335,34.08667679,6
2021-01-15T10:11:00Z,0.2713333333333333,29.196666666666665,34.148533183333335,6
2021-01-15T10:12:00Z,0.267,29.196666666666665,34.09020599666667,6
2021-01-15T10:13:00Z,0.26983333333333337,29.14666666666667,34.05866182,6
2021-01-15T10:14:00Z,0.261,29.086666666666666,34.004000250000004,6
2021-01-15T10:15:00Z,0.2733333333333333,28.808333333333334,34.001272003333334,6
2021-01-15T10:16:00Z,0.26133333333333336,28.733333333333334,34.00017504666667,6
2021-01-15T10:17:00Z,0.2813333333333333,28.740000000000002,33.978373403333336,6
2021-01-15T10:18:00Z,0.27183333333333337,28.805,33.97980046833334,6
2021-01-15T10:19:00Z,0.271,28.746666666666666,33.590929,6
2021-01-15T10:20:00Z,0.2768333333333333,28.82333333333333,33.859406836666665,6
2021-01-15T10:21:00Z,0.2605,28.816666666666666,33.862649475,6
2021-01-15T10:22:00Z,0.254,28.8,33.76857015833333,6
2021-01-15T10:23:00Z,0.2665,28.884999999999998,33.75194912333333,6
2021-01-15T10:24:00Z,0.24766666666666667,29.03333333333333,33.75069075166667,6
2021-01-15T10:25:00Z,0.2695,29.061666666666667,33.744147025000004,6
2021-01-15T10:26:00Z,0.27749999999999997,29.11,33.84417198166666,6
2021-01-15T10:27:00Z,0.253,29.226666666666667,33.92407065,6
2021-01-15T10:28:00Z,0.25966666666666666,29.183333333333334,33.933402705,6
2021-01-15T10:29:00Z,0.2925,29.166666666666668,33.907096435,6
2021-01-15T10:30:00Z,0.279,29.189999999999998,33.84606854,6
2021-01-15T10:31:00Z,0.25116666666666665,29.348333333333333,33.720548838333336,6
2021-01-15T10:32:00Z,0.26266666666666666,29.295,33.541841858333335,6
2021-01-15T10:33:00Z,0.27266666666666667,29.188333333333333,33.10596493,6
2021-01-15T10:34:00Z,0.25983333333333336,29.205,32.723241746666666,6
2021-01-15T10:35:00Z,0.25566666666666665,29.293333333333333,33.26492487,6
